farmer_age,land_size_acres,annual_farm_income,loan_amount,crop_type,irrigation_type,existing_loans,credit_score
42,6.98,659860,208038,Rice,Rainfed,0,339
59,7.89,268425,68960,Sugarcane,Borewell,2,526
53,3.41,142999,399362,Wheat,Borewell,0,657
44,3.98,740686,444195,Wheat,Canal,1,617
40,0.98,730027,187631,Maize,Canal,0,817
53,8.29,629541,127621,Wheat,Borewell,1,731
51,6.26,401803,151715,Rice,Rainfed,0,776
60,8.94,844975,159723,Sugarcane,Rainfed,1,555
28,2.29,828637,219310,Sugarcane,Canal,2,636
30,9.63,560859,371731,Wheat,Canal,2,326
21,7.21,248080,305061,Wheat,Canal,0,472
41,2.37,620165,428499,Maize,Canal,0,587
45,4.9,578345,154101,Wheat,Rainfed,2,581
52,7.14,275585,185257,Maize,Rainfed,2,335
30,0.66,407949,226898,Sugarcane,Canal,0,538
29,7.91,149050,212279,Cotton,Borewell,1,595
40,9.5,154297,357445,Sugarcane,Borewell,1,707
40,1.27,206592,448136,Rice,Canal,2,802
60,9.03,718753,298417,Wheat,Borewell,2,680
27,4.91,474045,133476,Maize,Canal,2,450
31,5.4,183366,485982,Cotton,Borewell,0,309
41,8.48,400457,294185,Rice,Canal,1,718
58,6.1,706514,313450,Sugarcane,Borewell,1,595
39,3.84,711791,339592,Wheat,Rainfed,1,340
35,7.46,344312,179021,Sugarcane,Canal,0,673
26,1.81,834347,359109,Cotton,Canal,2,366
30,6.83,873710,120245,Rice,Canal,1,763
36,7.86,420771,495915,Cotton,Borewell,1,504
31,3.68,881959,396845,Wheat,Canal,0,597
55,9.72,415145,205862,Sugarcane,Rainfed,2,404
28,6.59,398693,98686,Sugarcane,Canal,2,321
48,1.41,278587,279868,Maize,Rainfed,0,539
23,9.68,354868,361334,Maize,Borewell,2,705
22,7.57,260472,109172,Maize,Borewell,1,568
34,7.11,528353,222839,Wheat,Borewell,2,351
49,2.91,577423,278901,Sugarcane,Rainfed,2,793
23,4.99,667563,212691,Sugarcane,Borewell,0,741
21,9.06,511665,224624,Sugarcane,Canal,2,791
35,3.43,161068,436640,Rice,Canal,2,594
40,4.52,293191,96058,Cotton,Rainfed,2,669
42,2.94,689672,481563,Maize,Canal,1,418
54,2.55,258137,411653,Wheat,Canal,1,755
53,0.92,492296,165711,Sugarcane,Canal,1,672
29,7.5,264595,141556,Rice,Rainfed,2,379
23,1.36,889924,133523,Rice,Canal,0,587
22,5.55,191117,378323,Cotton,Canal,0,305
24,0.97,371096,265527,Rice,Borewell,1,788
36,9.85,520509,284965,Sugarcane,Borewell,2,542
53,7.24,222801,82457,Maize,Canal,2,497
29,6.49,199481,68644,Cotton,Canal,2,568
60,2.27,322591,253825,Sugarcane,Rainfed,2,670
58,5.52,278836,120769,Rice,Rainfed,0,552
38,5.28,605932,256927,Wheat,Rainfed,2,347
36,3.91,892590,434697,Wheat,Borewell,1,546
28,1.98,685244,401709,Rice,Borewell,0,615
43,3.99,189142,187106,Rice,Borewell,1,795
56,6.29,813605,219158,Cotton,Rainfed,2,300
23,5.13,687822,347468,Maize,Borewell,1,340
35,5.92,211365,234584,Wheat,Borewell,1,626
58,5.93,254603,76344,Sugarcane,Canal,0,494
53,2.82,610363,178540,Maize,Rainfed,2,655
38,1.55,307280,290310,Maize,Rainfed,2,559
43,5.46,382806,72596,Maize,Rainfed,1,701
63,8.98,541475,59169,Maize,Borewell,1,757
23,9.96,221306,482612,Cotton,Borewell,2,319
50,7.97,397879,214644,Sugarcane,Rainfed,1,751
37,2.6,473596,192337,Rice,Canal,1,625
52,6.49,691103,456632,Maize,Rainfed,0,597
27,2.77,542631,489012,Wheat,Rainfed,1,727
59,5.98,302376,290602,Rice,Canal,2,352
34,5.07,322041,220104,Wheat,Canal,2,742
35,4.12,359257,309847,Maize,Rainfed,2,579
64,6.6,389232,124776,Maize,Canal,0,370
32,8.65,687599,372069,Wheat,Borewell,0,552
28,3.71,805067,497959,Rice,Rainfed,1,493
36,5.12,522591,426555,Maize,Borewell,0,713
61,4.83,525050,186098,Cotton,Rainfed,2,635
54,2.87,705109,434044,Sugarcane,Rainfed,2,788
44,4.5,814165,470333,Sugarcane,Rainfed,2,396
49,0.71,490775,96338,Rice,Canal,0,820
36,5.42,498663,254553,Wheat,Borewell,1,703
25,7.35,263415,181183,Rice,Borewell,2,525
25,3.99,313002,473869,Maize,Rainfed,0,830
50,7.59,817107,61196,Maize,Canal,1,389
25,7.63,178411,152094,Maize,Rainfed,2,829
63,9.85,775812,433352,Sugarcane,Canal,0,835
33,5.69,529445,447360,Sugarcane,Canal,2,594
55,4.34,478904,235108,Wheat,Borewell,0,348
45,6.58,282251,357794,Maize,Canal,0,680
34,6.45,490159,267148,Rice,Borewell,1,695
64,9.88,384733,161060,Wheat,Canal,0,782
46,7.22,833408,385012,Wheat,Canal,0,391
38,3.41,598571,490117,Sugarcane,Canal,1,557
40,2.28,225102,199511,Wheat,Canal,0,704
54,8.03,529581,328544,Maize,Canal,1,474
27,2.21,766655,388203,Wheat,Canal,1,751
30,6.46,659471,365834,Cotton,Rainfed,2,768
35,1.76,899626,444324,Cotton,Canal,0,842
37,7.33,854597,386939,Cotton,Borewell,0,610
31,7.94,456316,199255,Wheat,Canal,1,376
54,9.91,144777,94170,Cotton,Rainfed,1,631
47,9.57,585423,134730,Cotton,Canal,0,728
41,7.28,583862,64606,Rice,Canal,0,586
51,3.14,408500,56939,Cotton,Canal,2,451
24,0.92,397956,393489,Maize,Borewell,2,342
61,5.77,367488,479012,Maize,Rainfed,0,461
37,7.78,654511,296484,Wheat,Canal,1,440
40,0.6,876773,402218,Cotton,Canal,1,513
45,5.49,147620,378943,Sugarcane,Canal,0,410
60,8.89,695858,102849,Maize,Borewell,2,790
43,6.55,897799,401886,Wheat,Rainfed,0,384
35,7.0,172999,243654,Wheat,Borewell,1,695
53,5.01,465565,350699,Wheat,Canal,1,540
39,9.46,633918,97968,Sugarcane,Borewell,1,710
35,4.06,523499,338518,Rice,Rainfed,2,509
61,4.1,319122,399689,Cotton,Borewell,0,306
25,5.42,666510,392202,Rice,Borewell,1,797
36,6.07,204411,299311,Sugarcane,Rainfed,0,773
52,5.61,285814,201595,Rice,Borewell,0,572
42,8.28,841984,134034,Rice,Borewell,1,456
63,8.43,594456,59724,Maize,Borewell,1,580
52,1.75,818358,67538,Sugarcane,Rainfed,1,493
33,6.16,678946,246303,Cotton,Canal,2,495
58,9.85,269083,274084,Cotton,Borewell,1,569
46,6.2,328340,451736,Sugarcane,Borewell,0,584
37,7.04,823551,453714,Sugarcane,Borewell,2,324
25,8.68,261084,178349,Maize,Borewell,1,734
53,8.73,650272,113027,Maize,Rainfed,2,829
47,0.66,366646,105674,Maize,Rainfed,0,750
25,2.77,249581,432343,Maize,Rainfed,0,499
57,8.7,262709,413119,Wheat,Canal,0,503
27,6.84,242572,297708,Sugarcane,Canal,0,581
38,6.5,404512,453045,Maize,Canal,1,713
51,8.67,826121,280709,Wheat,Canal,0,652
26,8.16,778707,468381,Cotton,Canal,0,596
22,7.64,608997,464181,Rice,Canal,1,501
33,0.95,500017,486123,Sugarcane,Canal,1,341
62,7.93,331166,64648,Maize,Rainfed,2,673
31,2.41,615137,435371,Cotton,Canal,1,771
46,0.75,132362,122050,Sugarcane,Rainfed,2,423
41,5.17,857562,59756,Sugarcane,Borewell,1,387
22,9.45,407216,454047,Cotton,Borewell,1,848
60,8.92,221821,101321,Maize,Borewell,1,641
40,9.83,691958,395109,Cotton,Borewell,2,510
37,2.84,552714,253585,Sugarcane,Canal,1,337
36,7.11,878410,449752,Rice,Canal,0,327
62,1.03,806253,224467,Wheat,Rainfed,0,754
25,8.13,827816,430856,Wheat,Rainfed,2,499
34,5.48,225068,390694,Maize,Borewell,2,301
44,9.96,129398,70503,Maize,Canal,0,344
24,2.78,694568,138002,Cotton,Rainfed,1,459
44,7.95,801143,439899,Wheat,Borewell,2,346
29,2.12,421249,337580,Maize,Canal,1,614
23,3.23,816341,339516,Wheat,Canal,2,645
29,3.31,166153,377860,Maize,Canal,0,790
38,5.99,630819,58917,Wheat,Canal,1,548
56,3.97,734341,485794,Maize,Borewell,1,607
39,4.67,433887,418527,Sugarcane,Canal,2,655
44,5.46,180899,299387,Sugarcane,Rainfed,0,761
24,1.03,861260,354794,Maize,Rainfed,1,825
29,6.82,893609,414109,Rice,Rainfed,0,793
53,6.67,399110,260491,Sugarcane,Rainfed,1,310
21,9.67,132090,292716,Wheat,Rainfed,2,423
55,1.77,789560,457810,Rice,Rainfed,1,725
30,0.79,816351,206381,Cotton,Borewell,0,337
32,1.77,697380,344048,Rice,Borewell,1,578
38,4.51,615004,424361,Sugarcane,Canal,0,319
34,2.53,630246,453842,Sugarcane,Rainfed,1,359
30,2.56,470666,331373,Maize,Borewell,0,478
30,8.76,670475,127903,Wheat,Canal,2,352
38,3.58,739377,469972,Cotton,Rainfed,0,595
44,4.46,540403,433918,Rice,Rainfed,1,367
21,7.0,683683,347054,Sugarcane,Canal,1,762
50,3.73,536218,381427,Sugarcane,Borewell,0,370
35,5.77,767837,394894,Sugarcane,Borewell,0,510
28,5.47,647990,210883,Sugarcane,Borewell,0,384
55,2.98,247232,192378,Sugarcane,Canal,1,507
38,7.31,364441,127529,Sugarcane,Borewell,1,513
61,8.42,393250,380153,Rice,Rainfed,2,742
36,7.94,140539,118406,Rice,Borewell,2,305
41,4.26,861383,248070,Rice,Rainfed,2,368
35,9.36,492443,424604,Rice,Borewell,2,665
25,9.04,281155,200666,Sugarcane,Borewell,2,641
27,3.03,125113,99369,Rice,Canal,2,625
27,1.68,352701,151812,Sugarcane,Canal,2,762
47,8.99,727164,387594,Sugarcane,Borewell,0,385
45,7.58,166520,231484,Maize,Canal,0,595
42,3.45,497163,370421,Rice,Canal,1,662
33,3.4,700688,226608,Sugarcane,Borewell,0,563
37,3.56,760932,117548,Cotton,Rainfed,1,410
61,8.68,327505,244069,Rice,Rainfed,0,415
64,2.78,284437,195760,Sugarcane,Borewell,1,470
33,6.69,440373,330873,Maize,Rainfed,0,569
46,8.43,564847,356831,Maize,Canal,2,685
29,4.18,436811,385029,Sugarcane,Canal,0,414
25,1.08,728552,129495,Wheat,Borewell,1,396
59,7.71,182412,80833,Wheat,Borewell,2,760
53,0.69,788065,255685,Wheat,Canal,2,462
24,8.39,211055,207479,Rice,Rainfed,0,544
48,3.93,523778,401619,Cotton,Borewell,1,781
46,8.11,480506,178804,Wheat,Canal,0,527
24,5.68,243491,370363,Maize,Canal,1,700
36,3.91,475516,399705,Rice,Borewell,2,753
57,9.04,371173,185327,Rice,Canal,1,723
42,7.79,707247,415937,Cotton,Rainfed,1,706
56,1.27,716023,90326,Maize,Borewell,0,304
58,9.34,792489,368505,Sugarcane,Rainfed,1,346
55,4.94,759588,297604,Rice,Canal,1,569
45,1.92,660919,101472,Rice,Rainfed,2,420
28,7.83,799537,237151,Wheat,Borewell,0,445
37,5.42,330539,380914,Wheat,Borewell,0,605
38,6.89,642977,455480,Cotton,Rainfed,2,313
32,7.09,356507,222553,Rice,Rainfed,0,767
53,2.37,630824,111083,Wheat,Rainfed,1,839
43,9.72,452425,123077,Sugarcane,Canal,2,350
32,1.5,671854,112187,Maize,Borewell,0,414
31,6.26,813144,219104,Maize,Borewell,0,817
33,1.89,725189,89719,Sugarcane,Rainfed,1,684
55,8.83,754533,159560,Sugarcane,Canal,0,421
47,2.15,170724,196157,Sugarcane,Canal,1,553
45,4.69,748204,298933,Maize,Canal,2,398
60,1.33,693150,411103,Rice,Rainfed,1,567
23,4.76,899228,493749,Sugarcane,Canal,0,778
45,0.54,174114,156731,Cotton,Canal,1,521
30,4.71,418753,163105,Cotton,Canal,1,782
37,7.03,772110,95431,Cotton,Borewell,0,785
23,2.24,375241,377086,Maize,Canal,0,611
42,5.75,738871,360129,Rice,Rainfed,0,510
58,5.01,369697,281150,Maize,Rainfed,0,517
34,3.68,872708,334070,Cotton,Borewell,2,755
47,6.87,808465,351572,Sugarcane,Rainfed,2,556
62,9.95,193311,462443,Rice,Borewell,1,685
40,9.41,517272,315318,Maize,Canal,1,837
38,9.72,164673,432756,Rice,Rainfed,2,660
33,0.69,454110,340387,Wheat,Canal,1,411
62,2.94,793055,364441,Maize,Borewell,2,777
26,9.27,358740,242696,Maize,Rainfed,2,666
30,0.96,529580,61709,Wheat,Rainfed,1,520
57,3.97,175973,394568,Maize,Canal,0,514
49,6.7,274710,469977,Wheat,Canal,0,562
26,9.84,686031,251398,Cotton,Canal,2,356
59,3.12,701559,383945,Sugarcane,Rainfed,0,408
31,7.76,784846,81377,Cotton,Borewell,0,710
45,6.77,880727,272272,Rice,Rainfed,2,600
64,6.33,597491,88831,Rice,Canal,0,398
64,7.56,660910,350978,Cotton,Canal,2,300
50,2.91,674344,98606,Wheat,Borewell,1,576
40,3.72,371941,233846,Sugarcane,Canal,2,514
57,5.82,814479,202465,Rice,Rainfed,1,694
36,4.67,710762,208392,Wheat,Borewell,0,803
51,7.36,316436,477350,Cotton,Rainfed,1,760
49,8.11,728793,331167,Cotton,Borewell,2,529
26,5.52,699001,470313,Rice,Borewell,0,576
49,4.24,377324,85170,Rice,Rainfed,1,467
52,9.16,317922,417694,Maize,Canal,1,591
29,7.62,355747,398136,Rice,Borewell,0,745
57,6.9,138882,101554,Cotton,Canal,1,520
43,1.04,640985,237085,Wheat,Rainfed,1,353
36,5.51,784838,179567,Maize,Canal,2,347
38,1.65,519250,62267,Wheat,Borewell,2,564
39,6.77,728214,137020,Cotton,Borewell,2,608
64,3.35,543488,397112,Sugarcane,Canal,1,445
22,7.52,715333,427924,Cotton,Borewell,2,386
30,7.89,623367,83757,Maize,Rainfed,2,622
32,3.35,147365,124993,Rice,Borewell,0,626
38,9.77,297115,451503,Rice,Borewell,2,716
39,5.41,772367,489680,Wheat,Borewell,0,651
58,2.57,544820,265763,Cotton,Borewell,1,484
57,7.86,855942,69936,Rice,Borewell,1,565
47,7.73,868102,373440,Cotton,Rainfed,0,836
34,4.43,356476,431947,Maize,Rainfed,2,586
54,6.76,274248,65134,Wheat,Borewell,0,576
22,0.71,842777,228899,Sugarcane,Canal,2,632
64,3.27,785070,489174,Rice,Rainfed,1,414
53,8.87,233874,183012,Sugarcane,Borewell,2,374
39,2.71,513946,437431,Sugarcane,Canal,2,343
47,9.1,468968,144854,Cotton,Rainfed,0,489
50,6.01,727564,485494,Sugarcane,Rainfed,1,445
27,9.08,275625,439532,Rice,Borewell,0,567
47,1.74,571483,398305,Sugarcane,Canal,2,670
41,4.91,858503,298654,Rice,Canal,0,523
27,3.32,665312,444867,Rice,Borewell,0,506
45,8.93,891598,258790,Maize,Borewell,2,461
58,3.74,153336,105474,Wheat,Borewell,1,555
38,6.09,727173,394622,Cotton,Borewell,0,655
53,8.36,245873,331934,Wheat,Canal,1,592
53,2.68,309263,93985,Wheat,Rainfed,1,328
52,0.93,333055,359830,Rice,Rainfed,2,585
45,5.19,705281,124210,Maize,Rainfed,2,403
34,6.99,315288,404705,Cotton,Canal,1,655
58,7.33,825330,90757,Rice,Rainfed,0,489
58,4.46,153554,79884,Rice,Borewell,1,849
24,1.25,222963,274741,Sugarcane,Borewell,1,555
64,4.33,539428,364418,Sugarcane,Rainfed,2,535
38,1.66,322494,373005,Wheat,Borewell,0,775
30,1.19,845818,110175,Sugarcane,Rainfed,2,693
55,3.38,735993,213544,Cotton,Canal,1,375
55,7.88,216659,279978,Cotton,Rainfed,2,452
60,7.8,342071,164687,Rice,Borewell,1,370
43,6.28,736200,210790,Sugarcane,Borewell,2,333
45,8.35,162374,182113,Rice,Borewell,1,777
21,5.26,651172,231900,Cotton,Rainfed,0,848
38,2.81,484034,363666,Sugarcane,Borewell,2,635
35,5.91,208702,424428,Maize,Canal,0,733
45,9.27,360733,338970,Maize,Borewell,1,372
52,0.84,713809,350609,Wheat,Rainfed,2,775
40,9.67,382585,497277,Sugarcane,Rainfed,2,451
37,7.57,885775,283431,Sugarcane,Borewell,1,495
31,7.02,575660,430965,Rice,Canal,1,628
33,6.33,214833,57300,Maize,Canal,1,798
45,2.95,409712,311452,Maize,Borewell,0,688
40,8.91,814810,298081,Rice,Canal,0,628
45,9.73,178475,99978,Sugarcane,Canal,1,828
62,9.28,822153,55775,Wheat,Borewell,0,822
51,1.53,705619,457515,Sugarcane,Canal,1,459
21,7.5,312767,110225,Maize,Borewell,2,595
36,5.79,705646,175994,Maize,Canal,1,636
48,7.99,706516,222485,Sugarcane,Canal,2,322
41,3.85,683918,456350,Maize,Borewell,0,637
50,9.59,410442,117025,Cotton,Rainfed,1,305
23,3.47,418761,447344,Maize,Canal,0,822
54,7.51,666317,332683,Wheat,Borewell,0,387
26,5.29,798072,322418,Wheat,Canal,0,530
63,6.36,589356,495991,Maize,Rainfed,1,331
49,1.6,282159,110185,Rice,Rainfed,0,742
23,6.3,778095,114917,Wheat,Borewell,0,334
53,5.85,856328,498355,Sugarcane,Canal,2,561
31,7.33,361516,236890,Cotton,Borewell,2,315
25,3.23,884269,152666,Wheat,Rainfed,0,432
52,8.41,220509,369991,Cotton,Canal,2,811
38,9.48,572494,457405,Cotton,Rainfed,1,321
40,8.88,365840,195713,Sugarcane,Rainfed,2,401
59,4.22,161013,383117,Sugarcane,Borewell,0,386
60,7.74,724064,183588,Rice,Borewell,1,325
48,3.97,810959,65532,Wheat,Canal,1,607
33,8.7,420370,277288,Cotton,Borewell,0,668
46,4.07,809970,249343,Cotton,Borewell,0,571
36,2.27,536824,192707,Sugarcane,Canal,1,598
45,5.15,289987,294914,Wheat,Borewell,1,806
30,1.78,166117,77545,Maize,Borewell,2,357
49,6.08,434247,88619,Cotton,Borewell,1,461
58,5.98,715687,194504,Wheat,Borewell,1,499
40,5.16,781399,268744,Maize,Canal,2,620
46,6.24,842682,166364,Wheat,Borewell,1,648
52,9.77,128188,445030,Rice,Rainfed,0,335
59,4.14,591444,291617,Wheat,Canal,2,618
58,4.52,568333,123055,Rice,Borewell,1,381
44,3.1,472838,445260,Sugarcane,Rainfed,1,452
51,2.25,844290,336936,Sugarcane,Borewell,1,803
60,3.25,202969,287214,Cotton,Borewell,0,689
32,2.52,248363,196891,Cotton,Canal,1,575
56,4.61,650234,196756,Maize,Canal,2,611
30,2.72,769446,413701,Wheat,Rainfed,2,312
26,5.41,589640,194716,Cotton,Canal,1,683
27,3.22,648852,237771,Maize,Borewell,1,737
51,4.53,188288,122472,Maize,Canal,2,651
47,1.73,852231,220726,Cotton,Canal,2,497
28,2.06,796501,111298,Cotton,Borewell,0,795
23,6.33,367321,231307,Rice,Rainfed,0,350
60,5.87,542462,295992,Maize,Rainfed,0,754
41,2.13,223515,237878,Wheat,Rainfed,0,801
21,3.3,474512,385653,Sugarcane,Canal,1,442
35,2.6,181240,151494,Wheat,Rainfed,2,458
27,8.08,526619,445651,Maize,Canal,0,394
35,3.97,424977,237161,Rice,Borewell,0,716
45,4.36,262880,153759,Cotton,Rainfed,2,397
23,6.82,394268,354858,Rice,Borewell,2,425
50,3.59,426398,118775,Wheat,Borewell,1,518
34,4.09,257739,260879,Wheat,Borewell,2,391
24,8.08,330933,174380,Maize,Canal,2,834
56,8.05,194042,94935,Maize,Borewell,2,678
23,6.24,312557,98913,Cotton,Canal,1,625
25,5.81,152224,228986,Sugarcane,Borewell,2,604
45,2.22,404277,157806,Cotton,Borewell,1,688
51,5.0,147741,369096,Maize,Borewell,2,725
31,3.11,186821,298039,Rice,Canal,2,596
28,7.43,748627,202742,Maize,Rainfed,2,717
46,6.47,765024,361027,Sugarcane,Borewell,0,454
22,4.09,395740,475468,Cotton,Canal,0,667
48,5.58,527796,491462,Maize,Rainfed,2,740
30,4.5,575221,355187,Wheat,Borewell,0,695
59,1.89,568436,391315,Sugarcane,Rainfed,0,575
57,7.92,436272,271946,Rice,Canal,0,429
59,9.03,264921,465775,Sugarcane,Canal,0,638
41,9.34,623062,156740,Rice,Rainfed,1,679
48,8.0,766063,113839,Rice,Rainfed,0,614
58,8.31,463190,208964,Wheat,Rainfed,2,575
53,1.03,239077,161417,Rice,Borewell,0,587
31,7.93,241585,339048,Wheat,Canal,2,744
64,3.38,601181,209919,Cotton,Borewell,1,434
21,1.81,762354,296196,Wheat,Borewell,0,308
53,5.46,362544,224163,Maize,Canal,0,742
23,5.92,779818,166503,Maize,Borewell,2,410
46,5.11,496041,74041,Maize,Rainfed,2,805
35,6.7,574161,418558,Maize,Canal,2,706
61,7.29,131825,116283,Sugarcane,Rainfed,0,791
34,1.8,794495,123364,Sugarcane,Rainfed,2,436
43,6.36,542109,57631,Cotton,Borewell,0,630
28,1.02,619794,170732,Cotton,Canal,1,598
56,4.76,184502,340812,Sugarcane,Borewell,0,538
40,1.45,317228,273733,Maize,Borewell,0,403
26,4.77,831743,351384,Maize,Canal,2,529
53,2.17,136041,211360,Rice,Rainfed,2,610
48,7.48,511168,156021,Sugarcane,Canal,1,311
58,9.05,313708,460439,Rice,Borewell,0,739
50,2.11,618115,155841,Rice,Borewell,1,744
63,7.5,476944,236240,Rice,Borewell,1,500
37,1.89,737636,84539,Maize,Canal,0,347
29,4.62,664325,161491,Wheat,Rainfed,1,693
48,6.44,675111,491839,Rice,Canal,0,671
27,5.61,496304,99746,Maize,Canal,1,320
48,1.04,818219,348955,Rice,Borewell,2,741
37,3.95,384049,245361,Cotton,Canal,2,388
60,4.97,547496,332055,Wheat,Canal,2,767
64,4.22,667960,283647,Sugarcane,Canal,1,678
64,6.82,780254,138021,Wheat,Rainfed,1,788
25,8.94,820709,161447,Cotton,Borewell,2,576
25,6.84,293333,322569,Rice,Borewell,0,615
34,6.1,451988,339160,Wheat,Rainfed,0,661
26,1.92,140949,80204,Cotton,Borewell,2,374
27,3.81,330034,341891,Cotton,Rainfed,2,598
37,5.71,776546,411049,Cotton,Rainfed,1,435
29,9.37,287547,286491,Maize,Canal,1,459
51,3.4,516636,357093,Rice,Borewell,2,692
42,3.71,443351,382621,Cotton,Borewell,2,518
29,6.1,243069,333719,Rice,Canal,0,673
36,9.05,645283,196907,Sugarcane,Canal,1,768
56,5.66,283633,414488,Cotton,Borewell,1,666
54,2.16,490198,116086,Wheat,Rainfed,2,535
33,1.22,296713,394550,Sugarcane,Canal,1,553
39,8.95,282676,92432,Rice,Canal,0,558
32,6.86,861084,147919,Cotton,Rainfed,1,610
56,2.59,495396,71665,Wheat,Canal,0,545
30,7.38,375379,133097,Sugarcane,Borewell,0,342
36,7.34,704331,450132,Wheat,Canal,2,772
48,7.84,221541,403494,Cotton,Canal,2,353
39,8.98,720377,162744,Wheat,Borewell,2,468
60,1.94,726661,126041,Maize,Rainfed,1,374
26,9.59,791157,398486,Maize,Canal,1,507
24,9.99,273817,144008,Rice,Canal,2,329
50,0.64,766103,228272,Rice,Rainfed,1,448
59,1.37,812973,135833,Wheat,Canal,1,355
51,4.62,720191,488523,Rice,Rainfed,0,546
47,0.83,604803,98607,Rice,Borewell,2,480
41,7.48,885021,231047,Sugarcane,Rainfed,1,608
57,6.68,229560,304593,Rice,Canal,0,377
29,7.87,513661,353245,Maize,Borewell,0,589
55,9.98,485244,428312,Cotton,Borewell,0,632
62,9.37,401247,123745,Maize,Canal,2,593
41,3.35,204485,388890,Maize,Canal,1,375
37,4.27,222201,415776,Sugarcane,Rainfed,0,474
44,7.87,134441,222058,Rice,Borewell,0,719
51,4.19,288565,463429,Rice,Rainfed,1,519
26,7.14,363484,485844,Rice,Rainfed,0,379
55,9.23,751032,415155,Maize,Rainfed,0,750
57,4.36,147399,399153,Rice,Borewell,2,518
33,5.82,776253,232709,Maize,Borewell,0,678
45,8.49,729078,490538,Maize,Borewell,2,645
52,5.04,888810,372769,Sugarcane,Rainfed,0,567
21,3.25,816535,88708,Maize,Borewell,1,655
55,2.95,588661,416184,Rice,Rainfed,1,694
39,1.18,519628,196304,Sugarcane,Borewell,0,428
32,3.64,345732,198815,Cotton,Rainfed,2,658
60,7.02,353937,164540,Cotton,Borewell,2,779
60,1.06,524238,451531,Maize,Borewell,2,785
63,3.11,549165,75393,Rice,Rainfed,2,732
40,1.56,412356,177250,Sugarcane,Borewell,1,613
53,4.34,316353,223088,Rice,Rainfed,0,383
49,1.39,300899,305166,Cotton,Rainfed,0,832
36,7.59,337992,179242,Maize,Rainfed,1,750
34,9.32,428346,356783,Sugarcane,Borewell,1,675
27,2.33,872071,369004,Rice,Rainfed,1,645
26,2.88,289518,439895,Cotton,Borewell,2,714
41,2.02,287517,126971,Maize,Rainfed,1,746
56,2.28,589431,286009,Rice,Borewell,1,772
42,3.46,561869,483122,Rice,Canal,0,438
60,3.17,520058,198642,Maize,Rainfed,1,410
39,4.16,254166,418952,Cotton,Canal,1,474
45,5.49,505044,448989,Wheat,Canal,0,398
23,7.41,745607,262644,Wheat,Borewell,1,691
56,8.9,549507,172981,Rice,Rainfed,0,562
54,4.86,294791,102711,Sugarcane,Borewell,2,643
31,9.14,362711,357239,Maize,Rainfed,2,307
62,6.96,342344,274229,Rice,Borewell,1,595
47,7.42,627344,471174,Sugarcane,Rainfed,1,478
62,5.46,690129,339311,Maize,Borewell,2,582
22,5.47,817492,356544,Cotton,Borewell,2,335
26,5.55,178846,395343,Rice,Rainfed,2,820
22,5.17,443464,485465,Cotton,Rainfed,1,746
62,4.86,679020,298691,Cotton,Rainfed,1,561
37,7.86,190736,120748,Maize,Rainfed,2,774
60,4.18,230996,278917,Sugarcane,Borewell,2,304
34,2.46,198550,218299,Cotton,Rainfed,1,710
30,1.79,517483,67799,Maize,Canal,2,310
53,8.86,800483,296294,Wheat,Rainfed,2,725
62,8.7,868769,251657,Sugarcane,Canal,0,671
32,2.81,335881,403530,Sugarcane,Canal,1,653
52,1.62,856093,415381,Cotton,Rainfed,1,432
44,9.62,171491,344676,Maize,Rainfed,1,319
34,5.08,893023,483796,Rice,Borewell,0,702
25,1.39,232794,129396,Sugarcane,Rainfed,0,387
25,2.55,390839,303764,Wheat,Canal,0,320
52,7.19,230800,52757,Wheat,Borewell,1,455
53,1.27,343275,423892,Wheat,Borewell,2,362
24,4.61,859537,228930,Cotton,Rainfed,2,779
50,4.56,573525,216704,Maize,Borewell,0,569
61,7.01,814621,169770,Sugarcane,Borewell,2,463
37,2.39,721591,428287,Wheat,Borewell,2,505
23,9.85,338875,197906,Cotton,Borewell,0,502
33,1.98,362921,450773,Rice,Rainfed,1,499
64,6.18,586918,421638,Cotton,Rainfed,1,529
56,3.62,156814,341257,Sugarcane,Canal,2,716
38,1.76,210607,334809,Cotton,Rainfed,2,517
43,5.62,428287,436889,Wheat,Borewell,2,733
55,2.11,265646,465495,Wheat,Borewell,0,777
53,6.96,637940,111387,Rice,Rainfed,2,801
56,0.81,325785,171651,Maize,Rainfed,1,590
37,5.35,753776,317928,Rice,Borewell,2,328
59,2.58,397509,452081,Rice,Canal,0,817
54,9.52,378658,84007,Maize,Borewell,1,682
32,7.25,440620,65232,Rice,Canal,2,773
25,7.68,744319,147475,Cotton,Canal,2,408
60,7.2,623190,200860,Maize,Rainfed,1,841
47,6.83,811045,164539,Maize,Borewell,2,378
60,1.81,837738,471258,Cotton,Rainfed,0,791
33,9.98,249730,67379,Maize,Rainfed,2,364
46,6.75,327337,113592,Rice,Rainfed,1,534
34,9.03,660360,416098,Wheat,Rainfed,0,315
52,5.29,598802,76770,Cotton,Rainfed,2,817
31,3.22,238529,425938,Rice,Rainfed,0,828
58,4.65,145078,200190,Cotton,Borewell,1,837
36,4.29,558290,169733,Cotton,Rainfed,0,326
42,0.65,717760,156799,Sugarcane,Borewell,0,585
36,6.91,123700,424917,Maize,Borewell,0,834
33,7.51,859910,393281,Rice,Borewell,1,665
32,0.89,611465,273108,Maize,Rainfed,1,598
38,2.84,526769,198854,Rice,Canal,0,707
